sku,custo_anterior,custo_novo
10530,,2.69
RJAP01038,,1.5
RJAP01038,,1.5
619205840061,,1.45
619205840061,,1.45
859650,,1.49
859650,,1.49
889590,,1.51
889590,,1.51
895767,,2.77
895767,,2.77
158.1,,0.13
158.1,,0.13
A002,,10.0
A002,,10.0
A008- BH200,,15.0
MAVMP21JH,,12.6
A009-GM3000,,30.0
A009-GM3000,,30.0
A009-GM3000,,30.0
A009-GM3000,,30.0
A190,,2.0
A190,,2.0
A190,,2.0
A190,,2.0
MAVM2P180C,,23.4
MAVM2P180C,,23.4
MAVM2P180C,,23.4
MAVM2P180C,,23.4
MAVMP24JH,,14.4
MAVMP24JH,,14.4
A019,,65.0
A019,,65.0
A019,,65.0
A017,,55.0
A017,,55.0
A017,,55.0
MAVLC450C,,20.0
MAVLC450C,,20.0
MAVLC450C,,20.0
MAVLC450C,,20.0
MAVUL21JH,,25.2
MAVUL21JH,,25.2
MAVUL21JH,,25.2
MAVUL21JH,,25.2
A008- BH200,,15.0
A008- BH200,,15.0
A008- BH200,,15.0
A008- BH200,,15.0
A008- BH200,,15.0
MAVMP24JH,,14.4
MAVMP24JH,,14.4
MAVMP24JH,,14.4
MAVMP24JH,,14.4
MAVMP24JH,,14.4
A107,,12.0
A107,,12.0
A009-GM3000,,30.0
A009-GM3000,,30.0
A102,,23.4
A102,,23.4
A190,,2.0
A190,,2.0
A009-GM3000,,30.0
MAVMP24JH,,14.4
A018,,60.0
A012,,32.0
A092,,1.5
A015,,45.0
A015,,45.0
A015,,45.0
A009-GM3000,,30.0
A098,,15.3
A008- BH200,,15.0
MAVMP21JH,,12.6
A015,,45.0
A015,,45.0
A015,,45.0
A016,,45.0
A016,,45.0
A016,,45.0
A008- BH200,,15.0
MAVMC27JH,,16.2
A018,,60.0
A018,,60.0
A018,,60.0
A018,,60.0
A018,,60.0
A008- BH200,,15.0
A008- BH200,,15.0
A008- BH200,,15.0
A008- BH200,,15.0
A008- BH200,,15.0
A008- BH200,,15.0
A008- BH200,,15.0
MAVMC36JH,,22.5
MAVMC36JH,,22.5
MAVMC36JH,,22.5
MAVMC36JH,,22.5
MAVMC36JH,,22.5
MAVMC36JH,,22.5
MAVMC36JH,,22.5
A009-GM3000,,30.0
A009-GM3000,,30.0
MAVMC45JH,,27.0
MAVMC45JH,,27.0
A009-GM3000,,30.0
A009-GM3000,,30.0
MAVMC45JH,,27.0
MAVMC45JH,,27.0
A013,,36.0
A106,,10.0
A106,,10.0
A106,,10.0
A016,,45.0
A016,,45.0
A016,,45.0
A016,,45.0
A016,,45.0
A018,,60.0
A018,,60.0
A018,,60.0
A018,,60.0
A018,,60.0
MAPEELBC,,1.5
MAPEELBC,,1.5
MAPEELBC,,1.5
MAPEELBC,,1.5
MAPEELBC,,1.5
A092,,1.5
A106,,10.0
A106,,10.0
A109,,16.0
A109,,16.0
A092,,1.5
MAPEB12C,,57.0
MAPEB12C,,57.0
158.1,,0.13
158.1,,0.13
158.1,,0.13
158.1,,0.13
859650,,1.49
889590,,1.51
158.1,,0.13
158.1,,0.13
158.1,,0.13
MABCARCOWEL,,0.58
PA0010,,0.2698
158.1,,0.13
158.1,,0.13
158.1,,0.13
158.1,,0.13
158.1,,0.13
158.1,,0.13
158.1,,0.13
158.1,,0.13
158.1,,0.13
158.1,,0.13
1180,,0.27
158.1,,0.13
27102,,0.05
45516,,0.42
49427,,0.45
158.1,,0.13
619205840061,,1.45
889590,,1.51
158.1,,0.13
889590,,1.51
158.1,,0.13
859650,,1.49
889590,,1.51
1180,,0.27
119047,,0.318
41455,,0.16
49427,,0.45
50571,,0.19
52531,,0.12
7898047010020,,0.05
7898047010020,,0.05
7898047010020,,0.05
7898047010020,,0.05
7898047010020,,0.05
ZR0380,,10.0
ZR0380,,10.0
ZR0380,,10.0
ZR0380,,10.0
ZR0380,,10.0
A171,,16.0
A171,,16.0
MAPEMAPE,,2.69
MAPEMAPE,,2.69
158.1,,0.13
Transparente,,0.04
